,temp_mean,temp_std,temp_skew,temp_kurtosis,temp_diff,temp_diff2,temp_q25,temp_q75,temp_qdev,temp_max-min,hr_mean,hr_std,hr_skew,hr_kurtosis,hr_diff,hr_diff2,hr_q25,hr_q75,hr_qdev,hr_max-min,gsr_mean,gsr_std,gsr_skew,gsr_kurtosis,gsr_diff,gsr_diff2,gsr_q25,gsr_q75,gsr_qdev,gsr_max-min,rr_mean,rr_std,rr_skew,rr_kurtosis,rr_diff,rr_diff2,rr_q25,rr_q75,rr_qdev,rr_max-min,min_SCR_Onsets,max_SCR_Onsets,mean_SCR_Onsets,min_SCR_Peaks,max_SCR_Peaks,mean_SCR_Peaks,min_SCR_Height,max_SCR_Height,mean_SCR_Height,min_SCR_Amplitude,max_SCR_Amplitude,mean_SCR_Amplitude,min_SCR_RiseTime,max_SCR_RiseTime,mean_SCR_RiseTime,min_SCR_Recovery,max_SCR_Recovery,mean_SCR_Recovery,min_SCR_RecoveryTime,max_SCR_RecoveryTime,mean_SCR_RecoveryTime,HRV_MeanNN,HRV_SDNN,HRV_RMSSD,HRV_SDSD,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_IQRNN,HRV_pNN50,HRV_pNN20,HRV_HTI,HRV_TINN,HRV_HF,HRV_HFn,HRV_LnHF,HRV_SD1,HRV_SD2,HRV_SD1SD2,HRV_S,HRV_CSI,HRV_CVI,HRV_CSI_Modified,HRV_PIP,HRV_IALS,HRV_PSS,HRV_PAS,HRV_GI,HRV_SI,HRV_AI,HRV_PI,HRV_C1d,HRV_C1a,HRV_SD1d,HRV_SD1a,HRV_C2d,HRV_C2a,HRV_SD2d,HRV_SD2a,HRV_Cd,HRV_Ca,HRV_SDNNd,HRV_SDNNa,HRV_ApEn
0,0.6875423712005908,0.10174181132873793,0.254764681944188,0.257935998009421,0.5000079472311155,0.5500019073769199,0.6901410720906149,0.6847971376312874,0.0,0.1428610354234309,0.2971471222424942,0.22309186517466065,0.7419829639959632,0.6943222366102557,0.552631578947368,0.6666666666666585,0.33259668508287277,0.1684141546526865,0.023648648648646714,0.2786177105831532,0.9902463440083025,0.2682957120405838,0.8428757632671255,0.6805613881099926,0.0,0.6441139873251105,0.991286415078136,0.9929530275143326,0.28077616466297806,0.3484335089051686,0.8869520635734514,0.6410931830149482,0.7761248334796811,0.6279740225688278,0.0,0.9872881355932197,0.5833333333333259,0.880758807588073,0.664406779661015,0.7828467153284664,0.06060606060606061,0.7083333333333333,0.39735099337748336,0.0,0.6225165562913908,0.11382113821138218,0.012960895723099414,0.09658614878222882,0.16414121627935097,0.029429771375064667,0.0341457693190277,0.05980188392816785,0.020408163265306145,0.0,0.0,0.05990783410138251,0.7115384615384617,0.37988826815642457,0.0,0.02631578947368421,0.006578947368421045,0.8873748609566183,0.6404859624487281,0.6699769046905075,0.6413854658367135,0.586227288614381,0.6153492448176923,0.73046875,0.6857142857142858,0.6744528966380113,0.6599264705882353,0.4545454545454546,0.7727272727272727,0.6111111111111112,0.19444444444444445,0.7693189257929889,0.8813785843133339,0.9265179009171581,0.6413854658367136,0.5630179634679874,0.5841081021553001,0.378902827465821,0.18561400627275393,0.8538250763210313,0.5001729847567747,0.3333333333333333,0.4367575122292103,0.4166666666666667,0.0,0.33577360937860606,0.35787720821369773,0.30792673504936197,0.636127355425601,0.3054860952204834,0.6945139047795165,0.4775829826686338,0.8788940740872171,0.21474083941590752,0.7852591605840926,0.36960833184442804,0.6959211381786852,0.2409591908765599,0.7590408091234403,0.3780002114943052,0.7047466017994927,0.35996660492237365
1,0.6731936345835479,0.8886759639206334,0.4712655003334553,0.0034359474807542506,0.0,0.600003814754959,0.6619714273945227,0.6800212262727019,0.9090909090913436,0.7143051771120285,0.20733123237684525,0.03518468207362127,0.397133906438197,0.390990793116871,0.7200956937799045,0.14285714285714768,0.27182320441988983,0.1048492791612059,0.03828828828828647,0.04967602591792632,0.9561337061456994,0.07520091734249654,0.7978867632621671,0.38172999119171874,0.23672232409884536,0.04071501617401588,0.9637451317818462,0.9526808395906801,0.10718481545405495,0.07890297560009059,0.8044091258651687,0.8396601300553727,0.13813529160530158,0.4761996622292907,1.0,0.7711864406779658,0.7083333333333304,1.0,0.7118644067796602,0.874087591240876,0.32828282828282834,0.36309523809523814,0.3807947019867549,0.13253012048192772,0.5298013245033113,0.3712737127371275,0.19187931266336486,0.027528285493061397,0.055024535698431715,0.06238589941584011,0.038085575576840044,0.07593799802667642,0.7346938775510204,0.47777777777777775,0.7572815533980582,0.49769585253456217,0.7500000000000002,0.6675977653631284,0.14285714285714285,0.2763157894736842,0.2039473684210526,0.8047830923248052,0.8383011696843604,0.6617356577484822,0.622141462283116,0.7835626280442475,0.6183039577092632,0.9296875,0.7357142857142858,0.69420012283791,0.7113970588235293,0.6363636363636364,0.8181818181818182,0.9999999999999999,1.0,0.9767791093773005,1.0,0.9933890479050951,0.622141462283116,0.7862467995838781,0.2790291742462505,0.5034295999957338,0.4526864510294183,0.8965919077837994,0.9990905308495811,0.7777777777777777,0.7547169811320755,0.8333333333333334,0.0,1.0,1.0,0.9999999999999999,0.34736842105263155,1.0,0.0,0.7971181076296538,0.4061048310396195,0.6456788906382382,0.35432110936176126,0.8089664335782514,0.7666775110734318,0.7146767526477844,0.2853232473522155,0.8080368223778953,0.7529752702195942,0.5495886183344864
2,0.6833221545484971,1.3402206119033383e-13,0.5000000000016879,0.06895070484202692,0.4166732893587646,0.600003814754959,0.6854461313079039,0.6800212262727019,0.0,0.0,0.597611544203017,0.23696196380433052,0.7893035584434926,0.13216333852095158,0.779904306220096,0.1904761904761847,0.5193370165745859,0.7038007863695936,0.5630630630630602,0.18790496760259212,0.9177466201640307,0.5074026365091889,0.32778378742499537,0.17478383807886066,0.0027129963072897167,0.14423112834612709,0.9007841136763535,0.9451613208890524,0.8795416396946112,0.46339839807619077,0.3304280953601548,0.2073960787754728,0.5025698916436797,0.20583251369640038,0.41951837769328254,0.7881355932203393,0.18958333333331545,0.3441734417344069,0.31355932203389586,0.23540145985401434,0.06060606060606061,0.34523809523809523,0.19536423841059603,0.006024096385542167,0.3708609271523178,0.013550135501355087,0.23911046095058308,0.11874848021864183,0.20616784515835668,0.13401185824285156,0.04477847162041248,0.10823664568271064,0.04081632653061226,0.24444444444444446,0.2233009708737864,0.05529953917050692,0.5625,0.29050279329608936,0.025974025974025976,0.07894736842105263,0.04605263157894737,0.33036707452725267,0.20672792084201963,0.31047738965414534,0.31032313508261605,0.21196724451113433,0.320819753891706,0.33984375,0.35,0.3743168886602983,0.3125,0.18181818181818182,0.2272727272727273,0.41666666666666663,0.11111111111111112,0.22327551724759903,1.0,0.5947495007797858,0.3103231350826161,0.1782622213340696,0.9843062645315872,0.06974595034553824,0.00507783290226671,0.6006588373663513,0.10372736452650341,0.5555555555555556,0.5896226415094339,0.925925925925926,0.0,0.5741676519630137,0.5595939387770985,0.5891653925879565,0.014844804318488558,0.1863575852834609,0.813642414716539,0.18158662654998375,0.4394399078508046,0.95095625286413,0.04904374713587056,0.22698490820382042,0.12842979976754734,0.9143385711857643,0.085661428814236,0.2238709720289349,0.15192437804073267,0.42299642826736555
3,0.7640108939061054,0.9999999999999999,0.4239655429451793,0.024116552194414692,0.9166812365890215,0.600003814754959,0.7488260409372298,0.7707617202612553,1.0,0.8571662125339875,0.0,1.0,0.0,0.7370082423496882,0.0,1.0,0.0,0.34207077326343516,1.0,0.9999999999999998,0.5937107007844418,0.26990748626194794,0.4434088428121282,0.16172849089590774,0.3770747041748801,0.12901946609478232,0.5885683259206911,0.601855967247265,0.4775708168073322,0.28839990373863,0.7790310176877737,0.670335783905818,0.673901489786143,0.5197683826105277,0.21926489226869397,1.0,0.5833333333333224,0.788617886178856,0.5491525423728799,0.8485401459854014,0.0,0.75,0.19701986754966883,0.0783132530120482,0.9867549668874172,0.3455284552845529,0.46636953496467926,0.19773569363169746,0.260849783953655,0.06495782864573357,0.26044149630634883,0.2769552450017616,0.06122448979591838,0.5222222222222221,0.39320388349514557,0.10138248847926268,0.3269230769230769,0.18156424581005587,0.025974025974025976,0.21052631578947367,0.11184210526315788,0.7791991101223585,0.670599083945498,0.7859004027313132,0.7799036168531314,0.6286460308469308,0.7393308988186685,0.66796875,0.47142857142857136,0.4680612527533403,0.5477941176470588,0.9090909090909092,0.7727272727272727,0.41666666666666663,0.5277777777777778,0.6697707717117837,0.822917574085078,0.8879997287679893,0.7799036168531316,0.591468214960641,0.744580497685488,0.4786353066048043,0.0989435763406421,0.8889882712822414,0.45070437816287345,0.3333333333333333,0.2641509433962264,0.0,0.0,0.507475014352472,0.5175139107883018,0.4912028582711879,0.2701754385964912,0.3890533560172102,0.6109466439827897,0.6186306619350029,0.9797544381555195,0.28402078684365095,0.7159792131563485,0.4312817740225986,0.7079038318271559,0.32042826458175544,0.6795717354182443,0.4469438268049425,0.7220764344129174,0.2010820503374387
4,0.8760971436401466,0.2357688067022967,0.19746096284190146,0.395637930518355,0.19444753503414347,0.29999237048880295,0.8779342260556025,0.87582903741351,0.0,0.3809627611263238,0.38762647205175016,0.13752256764513668,0.6266318127043585,0.019530333780254483,0.5933014354066981,0.6666666666666646,0.3635359116022099,0.4023591087811278,0.3626126126126117,0.11663066954643653,0.7099231074587802,0.2081597955853992,0.19634945278282656,0.5204966726471427,0.2944293386855821,0.0,0.7165874113005319,0.717809730712919,0.29924547960596837,0.23312474773645075,0.7703153037682648,0.2765009426556624,0.9306028454253752,0.9083203056301603,0.5335868187579209,0.2881355932203389,0.7458333333333247,0.5691056910569006,0.14237288135593157,0.3558394160583936,0.19696969696969696,0.5059523809523809,0.3741721854304636,0.46987951807228917,0.880794701986755,0.8170731707317074,0.5127804417840472,0.07955579960552013,0.20064162590900658,0.38257145678142146,0.1907565065204013,0.4022488559055275,0.653061224489796,0.7999999999999999,0.9999999999999999,0.5668202764976958,0.3461538461538462,0.4748603351955308,0.7272727272727272,0.7236842105263157,0.7236842105263157,0.7705784204671859,0.2756587220236719,0.4320876489340698,0.43152716398900925,0.25425340968338783,0.40477913238097535,0.6640625,0.13571428571428573,0.13035203186620414,0.14154411764705882,0.4545454545454546,0.36363636363636365,0.16666666666666666,0.1388888888888889,0.6752108689186943,0.9120127176187474,0.8902417576541392,0.4315271639890093,0.25834033308919463,0.9817836956735746,0.129372139832374,0.005904265619664728,0.6926199908750734,0.15562485406395357,1.0,1.0,0.9722222222222223,0.7142857142857142,0.7319993936637867,0.7124087929353383,0.7530446402668467,0.34736842105263155,0.6309894694252602,0.36901053057473987,0.4234841686537855,0.4499279592738157,0.6410166495615138,0.3589833504384862,0.2663838971750062,0.2551123183427819,0.6983377427620867,0.3016622572379134,0.27974298830385746,0.2650885271410967,0.6260610092034471
5,0.661039410625607,0.23802031130590046,0.700190096477597,0.17012414452497074,0.25000397361506926,0.600003814754959,0.6619714273945227,0.6561416694799416,0.0,0.2857220708451362,0.41997014430253765,0.06318860013849786,0.2957619815958982,0.28511299497327974,0.7224880382775122,0.42857142857143077,0.4519337016574583,0.3656618610747051,0.11936936936936864,0.06695464362850967,0.9382745378237771,0.14999749615218938,0.5520381750396849,0.026774204097486376,0.32446776586408577,0.11600154138300377,0.9386079980157414,0.9438771348585844,0.3353165310159683,0.11762873371951375,0.5667777492950483,0.15548354600329234,0.30440222984012144,0.36736520590817023,0.47782002534854157,0.44915254237288077,0.6458333333333224,0.4634146341463308,0.09152542372881374,0.19160583941605844,0.005050505050505052,0.9940476190476191,0.5778145695364238,0.07228915662650602,0.9933774834437086,0.8008130081300815,0.23646479061061693,0.05575570856490165,0.09712992457198705,0.07964773299835816,0.07542765392538679,0.14764887804789628,0.08163265306122452,0.4,0.36407766990291257,0.1566820276497696,1.0000000000000002,0.6033519553072626,0.051948051948051945,0.42105263157894735,0.21052631578947367,0.5664627363737491,0.15472787064542504,0.21552366413711707,0.21567938777050175,0.14739066064554995,0.20920499483139285,0.59375,0.0857142857142857,0.08188520495951546,0.08639705882352941,0.0,0.13636363636363635,0.16666666666666666,0.2777777777777778,0.742234479081208,0.8675388901104517,0.91653299565882,0.21567938777050177,0.15100256566981865,0.7266914389879628,0.04380129474857015,0.10745497880191401,0.5320962108188667,0.11344794049314669,0.22222222222222215,0.3232005590496156,0.47619047619047616,0.0,0.6802169385950341,0.6547875528230908,0.7072767349969522,0.13580246913580252,0.2458702180997524,0.7541297819002474,0.14002499633240556,0.29809344270398164,0.7476840798313125,0.25231592016868715,0.17017361499128578,0.137041903148178,0.7540140891000626,0.2459859108999377,0.16803275671770765,0.14540477248184858,0.4566787881284636
6,0.6591826118895803,0.10172240606162039,0.2547646819441036,0.2579359980095321,0.4999920527696838,0.5500114442659961,0.6619714273945227,0.6561416694799416,0.0,0.14283378746591105,0.7921711726654492,0.05627507084585043,0.8994110352708093,0.4318461141930935,0.6531100478468894,0.28571428571428925,0.8066298342541431,0.7719528178243769,0.09459459459459262,0.06047516198704081,0.9432638994353455,0.1958198744687124,0.3952692660457636,0.05451031030735959,0.3189303299042504,0.286757963664268,0.9415803323107683,0.9520652626894313,0.4071808146563875,0.16247628332258918,0.1843117149448732,0.11661272547926932,0.44939155023336336,0.2924260472514482,0.45247148288973377,0.27966101694915274,0.14166666666664796,0.16260162601624772,0.12542372881355707,0.15145985401459788,0.010101010101010104,0.8690476190476191,0.39293598233995575,0.06626506024096386,0.9933774834437086,0.6395663956639566,0.330807473552688,0.06441802182182949,0.12865122548250257,0.05184043214836901,0.08677108613586619,0.17347218371511972,0.04081632653061226,0.5666666666666667,0.5210355987055016,0.009216589861751154,0.5480769230769231,0.2541899441340782,0.025974025974025976,0.35526315789473684,0.18421052631578946,0.18464961067853203,0.11628977747992328,0.1941181005185705,0.19429894285595184,0.12321029511265338,0.207419933117115,0.21875,0.12857142857142856,0.14048458417386417,0.12316176470588236,0.0,0.2272727272727273,0.22222222222222224,0.22222222222222224,0.854367712651895,1.0,0.9558133999669748,0.1942989428559519,0.10961864953162909,0.9140598730815583,0.031228717130751014,0.029217072368587838,0.4828024604921739,0.06461075593487348,0.5555555555555556,0.509433962264151,0.4166666666666667,0.0,0.6237064419962806,0.6010365524833792,0.6479348861224348,0.19298245614035092,0.41273844635101065,0.5872615536489894,0.15895866192862096,0.24212079804610703,0.6983823439871353,0.30161765601286467,0.12011451739600856,0.10464916986133124,0.7187676408375435,0.2812323591624566,0.12270146140969584,0.11146603868049129,0.2916104461644824
7,0.6802835985590132,0.43160721988267226,0.3620751166258607,0.07988335985571873,0.6666772629738338,0.600003814754959,0.683098660916567,0.6800212262727019,0.09090909090910852,0.4285831062668922,0.5297727649693145,0.11806615871057513,0.908857853235475,0.8638126622784517,0.8516746411483258,0.8095238095238062,0.5171270718232046,0.4809960681520318,0.1846846846846829,0.1533477321814254,0.9055622613098342,0.5606869942521375,0.8380935859846896,0.6585889636417628,0.5051042727724606,1.0,0.9007036070869368,0.9250957742586858,0.6031703635484711,0.7344887619157673,0.5267880030761285,0.6965886444477344,0.679061271965552,0.27114738057193305,0.6539923954372615,0.8728813559322034,0.11874999999997549,0.6341463414634054,0.7338983050847445,0.653284671532846,0.005050505050505052,0.7619047619047619,0.28918322295805743,0.06626506024096386,0.9933774834437086,0.5392953929539297,0.7233467957714607,0.39971661145827436,0.664802854844358,0.36955798137790613,0.494305005401056,0.741224880420493,0.06122448979591838,0.5111111111111111,0.5857605177993527,0.013824884792626738,0.4855769230769231,0.22067039106145253,0.03896103896103895,0.6710526315789473,0.34868421052631576,0.5266963292547278,0.6969572554360915,0.6536270850419296,0.6493015824219982,0.6912782733589072,0.6486174279701764,0.3515625,0.8071428571428572,0.8651352801939082,0.7316176470588235,0.7272727272727273,0.6363636363636364,0.6111111111111112,0.47222222222222227,0.10837050752028335,0.9580957626135098,0.42191086293469415,0.6493015824219983,0.6933610580309069,0.4083340506305829,0.4657281448323135,0.3168582536391332,0.8848730834762164,0.7471912741564479,0.1111111111111111,0.2096436058700209,0.5555555555555556,0.0,0.7813506087418991,0.7572693911909797,0.8047175416322269,0.3502274204028589,0.7463931971117647,0.25360680288823556,0.6872086014042116,0.6066834884953881,0.6326725375482561,0.36732746245174336,0.7072282661164122,0.682493953028346,0.6901324426835271,0.309867557316473,0.7056836408595597,0.6783847855211342,0.4193615218130924
8,0.9480078323614745,0.0,0.5000000000016879,0.06895070484202692,0.4166732893587646,0.600003814754959,0.9483565468589443,0.9474658859678691,0.0,0.0,0.06750704926190076,0.12062052686435326,0.6719287735772711,0.20329148466372915,0.8086124401913874,0.33333333333333237,0.08950276243093969,0.011795543905636308,0.24999999999999828,0.11447084233261359,0.6914967620113595,0.0292174490133433,0.2469201336245428,0.3539258347936956,0.2599439944940401,0.15955460664795382,0.7053186766466943,0.6870087579679982,0.03013861021042787,0.036387257945791535,1.0,0.17220279807827077,0.5305569996345734,0.06223324555883872,0.48542458808618477,0.34745762711864525,0.9833333333333218,0.8509485094850806,0.30169491525423436,0.15875912408759119,0.4191919191919192,0.0,0.23841059602649006,0.6987951807228916,0.0,0.43089430894308955,0.40801122917440313,0.017309494484580537,0.07293610671886072,0.22864814472763703,0.048202786598922555,0.14288049387838944,0.5306122448979592,0.26666666666666666,0.4757281553398057,0.6129032258064516,0.3942307692307692,0.5307262569832403,0.3636363636363636,0.35526315789473684,0.35526315789473684,1.0,0.17163317785051324,0.14083736752987555,0.1406983277476503,0.14623723274397482,0.1210795192007102,1.0,0.3142857142857143,0.28705013308518884,0.29963235294117646,0.0,0.09090909090909091,0.12499999999999997,0.05555555555555556,0.0865303231264091,0.9923795567087299,0.37317330580942265,0.14069832774765026,0.16769310485657235,0.29783683928077465,0.03275828903828197,0.4300898745971158,0.48973295251973936,0.21973495892547498,0.6666666666666665,0.550314465408805,0.8333333333333334,0.0,0.7139630263009009,0.6914915626707009,0.7380473158433184,0.4663742690058478,0.6951844304383472,0.304815569561653,0.15061860981961045,0.13610620044434837,0.6579847859734506,0.3420152140265495,0.17607135387204106,0.1645854055455095,0.7105049697658669,0.28949503023413337,0.17419494737051902,0.16140627895132464,0.4391061717027192
9,0.9900965725662338,0.1459368245351586,0.06390762563419905,0.8047489598019425,0.5833373069486789,0.0,0.9906101184346383,0.9904481772828841,0.0,0.2857129881926803,0.2038480676729142,0.32343847034313167,0.24241157096185934,0.13844016008316729,1.0,0.4761904761904739,0.02983425414364671,0.2857142857142865,0.8423423423423403,0.25917926565874716,0.7577433800684295,0.32759440635149406,0.6366707754757016,0.06940700171589803,0.02830767077537344,0.37619746996525794,0.7463711667635624,0.7757609965410572,0.6861128682919162,0.29440681954695147,0.5537041784157735,0.28037225053273473,0.44736494815311684,0.5995970175763012,0.34093789607097497,0.6313559322033898,0.6145833333333082,0.47289972899726873,0.1288135593220313,0.41058394160583966,0.06060606060606061,0.34523809523809523,0.1092715231788079,0.006024096385542167,0.509933774834437,0.07642276422764238,0.0,0.07304817565275518,0.10892517838124618,0.07150327911933309,0.09648263416349567,0.16766472864890575,0.04081632653061226,0.47777777777777775,0.3543689320388349,0.05990783410138251,0.8221153846153848,0.31564245810055863,0.03896103896103895,0.513157894736842,0.18749999999999997,0.5542269187986655,0.2793541518818338,0.3656939310111682,0.3625262387853074,0.27180375195740497,0.3588807999929152,0.5625,0.16428571428571426,0.1635601475379183,0.125,0.18181818181818182,0.4090909090909091,0.16666666666666666,0.3888888888888889,0.48067347407982725,0.7385751926435331,0.796869478677336,0.3625262387853075,0.2444136276911014,0.8244696160174934,0.10479143712485206,0.06380258909674408,0.661169290438151,0.16938273698446826,0.7777777777777777,0.8254716981132075,0.7575757575757576,0.0,0.48132156625602657,0.483177744185069,0.4773555036189985,0.31174089068825905,0.259379010052748,0.7406209899472521,0.24382236778760347,0.49599884393296034,0.4611629127910022,0.538837087208998,0.21489078156743366,0.2723957713339521,0.47419058360470745,0.5258094163952928,0.21672666184418038,0.2844209590507517,0.4491816733876984
