datetime,timestamp,user_id,level,task,hr,gsr,rr,temperature,TLX_mean,TLX_mental_demand,TLX_physical_demand,TLX_temporal_demand,TLX_performance,TLX_effort,TLX_frustration,band_ax,band_ay,band_az,opacity_median,opacity_std
2017-10-17 09:10:39,1508231438590,5gpsc,rest,HPrest,23.333333333333332,,0.12167466666666667,20.840000152587866,-1,-1,-1,-1,-1,-1,-1,0.45499683333333335,0.30122883333333333,0.3705241666666667,-1.0,-1.0
2017-10-17 09:10:40,1508231439496,5gpsc,rest,HPrest,46.666666666666664,0.7688962545289838,0.24334933333333333,31.260000228881797,-1,-1,-1,-1,-1,-1,-1,0.6811931666666666,0.4551188333333333,0.5552571666666667,-1.0,-1.0
2017-10-17 09:10:41,1508231440497,5gpsc,rest,HPrest,70.0,0.7637517177796781,0.5254133333333334,31.260000228881797,-1,-1,-1,-1,-1,-1,-1,0.5675863333333332,0.5203451666666665,0.5929363333333333,-1.0,-1.0
2017-10-17 09:10:42,1508231441496,5gpsc,rest,HPrest,70.0,0.7601249440964643,0.6858026666666667,31.260000228881797,-1,-1,-1,-1,-1,-1,-1,0.30460616666666657,0.6254883333333332,0.5917969999999998,-1.0,-1.0
2017-10-17 09:10:43,1508231442497,5gpsc,rest,HPrest,70.0,0.7524406202539641,0.7687626666666668,31.260000228881797,-1,-1,-1,-1,-1,-1,-1,0.006306833333333224,0.7373453333333332,0.6035158333333331,-1.0,-1.0
2017-10-17 09:10:44,1508231443497,5gpsc,rest,HPrest,70.0,0.7415799105138848,0.7742933333333335,31.260000228881797,-1,-1,-1,-1,-1,-1,-1,-0.1824545000000001,0.7490639999999997,0.604288833333333,-1.0,-1.0
2017-10-17 09:10:45,1508231444497,5gpsc,rest,HPrest,70.0,0.7307778926036951,0.7245173333333336,31.260000228881797,-1,-1,-1,-1,-1,-1,-1,-0.22729483333333345,0.7263183333333331,0.6458738333333331,-1.0,-1.0
2017-10-17 09:10:46,1508231445497,5gpsc,rest,HPrest,70.0,0.7181077150411591,0.7632320000000004,31.260000228881797,-1,-1,-1,-1,-1,-1,-1,-0.23974583333333344,0.6858724999999998,0.6755776666666664,-1.0,-1.0
2017-10-17 09:10:47,1508231446497,5gpsc,rest,HPrest,70.0,0.7053910910887344,0.7466400000000003,31.260000228881797,-1,-1,-1,-1,-1,-1,-1,-0.24947083333333345,0.682779833333333,0.6755369999999998,-1.0,-1.0
2017-10-17 09:10:48,1508231447497,5gpsc,rest,HPrest,70.0,0.6932861275834948,0.7908853333333337,31.260000228881797,-1,-1,-1,-1,-1,-1,-1,-0.2580158333333335,0.6800941666666663,0.6755369999999997,-1.0,-1.0
