,temp_mean,temp_std,temp_skew,temp_kurtosis,temp_diff,temp_diff2,temp_q25,temp_q75,temp_qdev,temp_max-min,hr_mean,hr_std,hr_skew,hr_kurtosis,hr_diff,hr_diff2,hr_q25,hr_q75,hr_qdev,hr_max-min,gsr_mean,gsr_std,gsr_skew,gsr_kurtosis,gsr_diff,gsr_diff2,gsr_q25,gsr_q75,gsr_qdev,gsr_max-min,rr_mean,rr_std,rr_skew,rr_kurtosis,rr_diff,rr_diff2,rr_q25,rr_q75,rr_qdev,rr_max-min,min_SCR_Onsets,max_SCR_Onsets,mean_SCR_Onsets,min_SCR_Peaks,max_SCR_Peaks,mean_SCR_Peaks,min_SCR_Height,max_SCR_Height,mean_SCR_Height,min_SCR_Amplitude,max_SCR_Amplitude,mean_SCR_Amplitude,min_SCR_RiseTime,max_SCR_RiseTime,mean_SCR_RiseTime,min_SCR_Recovery,max_SCR_Recovery,mean_SCR_Recovery,min_SCR_RecoveryTime,max_SCR_RecoveryTime,mean_SCR_RecoveryTime,HRV_MeanNN,HRV_SDNN,HRV_RMSSD,HRV_SDSD,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_IQRNN,HRV_Prc20NN,HRV_Prc80NN,HRV_pNN50,HRV_pNN20,HRV_MinNN,HRV_MaxNN,HRV_HTI,HRV_TINN,HRV_HF,HRV_HFn,HRV_LnHF,HRV_SD1,HRV_SD2,HRV_SD1SD2,HRV_S,HRV_CSI,HRV_CVI,HRV_CSI_Modified,HRV_PIP,HRV_IALS,HRV_PSS,HRV_PAS,HRV_GI,HRV_SI,HRV_AI,HRV_PI,HRV_C1d,HRV_C1a,HRV_SD1d,HRV_SD1a,HRV_C2d,HRV_C2a,HRV_SD2d,HRV_SD2a,HRV_Cd,HRV_Ca,HRV_SDNNd,HRV_SDNNa,HRV_DFA_alpha1,HRV_MFDFA_alpha1_Width,HRV_MFDFA_alpha1_Peak,HRV_MFDFA_alpha1_Mean,HRV_MFDFA_alpha1_Max,HRV_MFDFA_alpha1_Delta,HRV_MFDFA_alpha1_Asymmetry,HRV_MFDFA_alpha1_Fluctuation,HRV_MFDFA_alpha1_Increment,HRV_ApEn,HRV_ShanEn,HRV_FuzzyEn,HRV_CD,HRV_HFD,HRV_KFD,HRV_LZC
0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9999999999999998,1.0,0.0,0.0,1.0000000000000002,0.0,0.9999999999999999,1.0000000000000018,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0000000000000009,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9999999999999998,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0000000000000002,1.0,1.0,1.0,0.0,1.0,1.0000000000000002,0.9999999999999991,0.0,0.0,0.0,0.0,0.0,1.0,0.9999999999999996,1.0,1.0,1.0,1.0000000000000002,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0000000000000004,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0000000000000004,0.9999999999999998,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9999999999999996,1.0,1.0,0.0
1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0000000000000004,1.0,1.0,1.0,0.0,0.0,0.0,0.9999999999999982,0.0,0.0,0.9999999999999998,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999964,0.0,0.0,0.0,0.9999999999999929,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0000000000000004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0000000000000009,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.9999999999999999,0.9999999999999999,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.9999999999999999,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999996,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,0.0,0.9999999999999998,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.9999999999999998,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0000000000000004,1.0,0.0,0.9999999999999999,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3,1.0,0.0,0.0,1.0000000000000002,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,1.0000000000000002,0.9999999999999999,0.0,0.0,0.0,0.0,1.0,1.0,1.0000000000000002,1.0,0.0,1.0,1.0,0.0,0.0,0.9999999999999999,0.0,0.0,1.0,1.0000000000000004,0.9999999999999999,1.0,1.0000000000000002,0.0,0.0,1.0,0.9999999999999999,1.0,1.0,0.9999999999999998,0.0,1.0,0.0,0.0,0.9999999999999858,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9999999999999998,1.0,0.0,1.0,0.9999999999999998,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9999999999999999,0.0,0.9999999999999999,1.0,1.0000000000000002,1.0,0.0,0.0,1.0,0.0,0.0,0.9999999999999996,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
4,0.0,0.9999999999999999,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,1.0,1.0,0.0,0.0,1.0000000000000002,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.9999999999999996,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0000000000000004,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.9999999999999996,0.0,0.0,0.9999999999999999,0.0,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0000000000000002,1.0000000000000004,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0000000000000004,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0000000000000018,1.0,1.0000000000000002,1.0,1.0000000000000009,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0000000000000002,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9999999999999991,0.0,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0000000000000002,0.9999999999999998,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.9999999999999998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,1.0,1.0,1.0,1.0000000000000004,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.9999999999999998,1.0,1.0,1.0
6,0.0,0.9999999999999999,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9999999999999999,1.0,0.0,0.0,0.9999999999999999,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0000000000000002,1.0,1.0,1.0,1.0,1.0,0.0,0.9999999999999998,1.0,1.0,1.0,1.0,1.0000000000000002,0.0,1.0000000000000004,0.0,0.0,0.0,1.0,0.0,1.0,1.0000000000000002,0.0,1.0,0.9999999999999998,0.0,0.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999999,1.0,1.0,1.0,0.9999999999999998,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0000000000000004,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.0,1.0,1.0000000000000002,1.0,0.0,1.0,1.0000000000000002,1.0000000000000002,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,1.0000000000000002,0.0,1.0,0.0,0.0,1.0,0.0,0.0
7,1.0,0.0,0.0,1.0,0.0,5.465713352000771e-16,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9999999999999929,0.0,0.0,0.0,1.0,0.0,1.0,0.9999999999999999,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0000000000000004,1.0,0.0,1.0000000000000002,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0000000000000004,1.0,1.0,0.9999999999999999,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0000000000000004,0.9999999999999996
8,0.0,0.9999999999999999,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,1.0,1.0,0.0,0.9999999999999996,1.0,0.0,0.9999999999999999,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9999999999999999,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,0.0,0.0,1.0,1.0,0.9999999999999999,1.0,0.0,0.0,0.9999999999999964,0.0,0.0,0.0,1.0,0.9999999999999999,1.0,1.0,1.0,0.9999999999999999,1.0,0.0,0.0,1.0,0.0,1.0000000000000004,1.0,0.0,0.0,1.0,1.0,1.0,0.9999999999999998,0.9999999999999999,0.9999999999999999,1.0,0.9999999999999998,1.0,1.0,1.0000000000000018,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.9999999999999996,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.9999999999999999,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
9,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9999999999999998,1.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0000000000000004,0.0,0.0,1.0,0.9999999999999999,0.9999999999999999,1.0,0.0,1.0,0.0,1.0,0.0,1.0
