datetime,timestamp,user_id,level,task,hr,gsr,rr,temperature,TLX_mean,TLX_mental_demand,TLX_physical_demand,TLX_temporal_demand,TLX_performance,TLX_effort,TLX_frustration,band_ax,band_ay,band_az,opacity_median,opacity_std
2017-09-15 06:59:02,1505458741651,hpbxa,0,quest,0.0,,0.0,8.933333079020167,-1,-1,-1,-1,-1,-1,-1,0.08313,0.15934233333333334,0.2816163333333333,-1.0,-1.0
2017-09-15 06:59:03,1505458742485,hpbxa,0,quest,23.333333333333332,,0.0,17.866666158040335,-1,-1,-1,-1,-1,-1,-1,0.165731,0.31868466666666667,0.5635173333333333,-1.0,-1.0
2017-09-15 06:59:04,1505458743491,hpbxa,0,quest,46.666666666666664,0.044190328247257014,0.27653333333333335,26.7999992370605,-1,-1,-1,-1,-1,-1,-1,0.24776216666666664,0.47818999999999995,0.8468424999999998,-1.0,-1.0
2017-09-15 06:59:05,1505458744488,hpbxa,0,quest,70.0,0.04490378196082651,0.5641280000000001,26.7999992370605,-1,-1,-1,-1,-1,-1,-1,-0.11360683333333337,0.1843263333333333,0.6195068333333332,-1.0,-1.0
2017-09-15 06:59:06,1505458745509,hpbxa,0,quest,70.0,0.04659613485309602,0.8351306666666667,26.7999992370605,-1,-1,-1,-1,-1,-1,-1,-0.49275716666666675,-0.1223956666666667,0.3939208333333332,-1.0,-1.0
2017-09-15 06:59:07,1505458746512,hpbxa,0,quest,70.0,0.048465655884654936,0.6692106666666667,26.7999992370605,-1,-1,-1,-1,-1,-1,-1,-0.8791503333333335,-0.4162596666666667,0.16512033333333323,-1.0,-1.0
2017-09-15 06:59:08,1505458747519,hpbxa,0,quest,70.0,0.04882288634878065,0.514352,26.7999992370605,-1,-1,-1,-1,-1,-1,-1,-0.9035643333333335,-0.4204916666666667,0.16284166666666658,-1.0,-1.0
2017-09-15 06:59:09,1505458748510,hpbxa,0,quest,70.0,0.048644632636746676,0.530944,26.86666615804033,-1,-1,-1,-1,-1,-1,-1,-0.9073080000000001,-0.4174803333333334,0.15844733333333325,-1.0,-1.0
2017-09-15 06:59:10,1505458749512,hpbxa,0,quest,70.0,0.04819745242095668,0.713456,26.933333079020162,-1,-1,-1,-1,-1,-1,-1,-0.9129233333333335,-0.40218100000000007,0.16088866666666657,-1.0,-1.0
2017-09-15 06:59:11,1505458750499,hpbxa,0,quest,70.0,0.04792921095097366,0.8130080000000001,26.999999999999996,-1,-1,-1,-1,-1,-1,-1,-0.9173178333333336,-0.377767,0.2039794999999999,-1.0,-1.0
2017-09-15 06:59:12,1505458751487,hpbxa,0,quest,70.0,0.04819727125012916,0.7798240000000001,26.999999999999996,-1,-1,-1,-1,-1,-1,-1,-0.9224448333333338,-0.36169450000000003,0.2136228333333333,-1.0,-1.0
2017-09-15 06:59:13,1505458752485,hpbxa,0,quest,70.0,0.0488230860598482,0.7798240000000001,26.999999999999996,-1,-1,-1,-1,-1,-1,-1,-0.9104818333333338,-0.39119466666666675,0.1998698333333333,-1.0,-1.0
2017-09-15 06:59:14,1505458753499,hpbxa,0,quest,70.0,0.04909132752983122,0.7577013333333333,26.999999999999996,-1,-1,-1,-1,-1,-1,-1,-0.901204666666667,-0.42594400000000004,0.15718599999999996,-1.0,-1.0
2017-09-15 06:59:15,1505458754494,hpbxa,0,quest,70.0,0.048912692935902176,0.7908853333333333,26.999999999999996,-1,-1,-1,-1,-1,-1,-1,-0.8927410000000003,-0.44559750000000004,0.15234399999999998,-1.0,-1.0
2017-09-15 06:59:16,1505458755482,hpbxa,0,quest,70.0,0.04873405834197314,0.7466400000000001,26.999999999999996,-1,-1,-1,-1,-1,-1,-1,-0.8924561666666669,-0.44421399999999994,0.1646323333333333,-1.0,-1.0
2017-09-15 06:59:17,1505458756485,hpbxa,0,quest,70.0,0.04864523033516563,0.8240693333333334,26.999999999999996,-1,-1,-1,-1,-1,-1,-1,-0.8905841666666671,-0.4460043333333333,0.1648763333333333,-1.0,-1.0
2017-09-15 06:59:18,1505458757489,hpbxa,0,quest,70.0,0.04873405834197314,0.8185386666666669,26.999999999999996,-1,-1,-1,-1,-1,-1,-1,-0.8902995000000004,-0.44962566666666665,0.1553548333333333,-1.0,-1.0
2017-09-15 06:59:19,1505458758503,hpbxa,0,quest,70.0,0.04882288634878065,0.8627840000000001,26.999999999999996,-1,-1,-1,-1,-1,-1,-1,-0.8889566666666671,-0.4559735,0.14754216666666664,-1.0,-1.0
2017-09-15 06:59:20,1505458759505,hpbxa,0,quest,70.0,0.048911714355588165,0.7466400000000002,26.999999999999996,-1,-1,-1,-1,-1,-1,-1,-0.8894450000000004,-0.45849616666666665,0.13964816666666666,-1.0,-1.0
2017-09-15 06:59:21,1505458760512,hpbxa,0,quest,70.0,0.048911714355588165,0.6940986666666668,26.999999999999996,-1,-1,-1,-1,-1,-1,-1,-0.8894043333333338,-0.46000166666666664,0.136515,-1.0,-1.0
2017-09-15 06:59:22,1505458761505,hpbxa,0,quest,70.0,0.04900152094270969,0.6830373333333335,26.999999999999996,-1,-1,-1,-1,-1,-1,-1,-0.8898113333333338,-0.4590658333333333,0.13301566666666664,-1.0,-1.0
2017-09-15 06:59:23,1505458762496,hpbxa,0,quest,70.0,0.04900152094270969,0.7438746666666668,26.999999999999996,-1,-1,-1,-1,-1,-1,-1,-0.890340333333334,-0.4573161666666667,0.135742,-1.0,-1.0
2017-09-15 06:59:24,1505458763483,hpbxa,0,quest,70.0,0.04900152094270969,0.763232,26.999999999999996,-1,-1,-1,-1,-1,-1,-1,-0.8902586666666673,-0.45633966666666664,0.13781733333333332,-1.0,-1.0
2017-09-15 06:59:25,1505458764489,hpbxa,0,quest,70.0,0.048911714355588165,0.7908853333333333,26.999999999999996,-1,-1,-1,-1,-1,-1,-1,-0.8900960000000006,-0.45568866666666663,0.1401773333333333,-1.0,-1.0
