datetime,timestamp,user_id,level,task,hr,gsr,rr,temperature,TLX_mean,TLX_mental_demand,TLX_physical_demand,TLX_temporal_demand,TLX_performance,TLX_effort,TLX_frustration,band_ax,band_ay,band_az,opacity_median,opacity_std
2017-10-13 08:07:38,1507882057518,8a1ep,0,quest,53.333333333333336,,0.23228800000000002,19.886666615804067,-1,-1,-1,-1,-1,-1,-1,0.5053709999999999,0.268229,0.7963460000000001,-1.0,-1.0
2017-10-13 08:07:39,1507882058509,8a1ep,0,quest,80.0,0.0472630348744276,0.46457600000000004,29.8299999237061,-1,-1,-1,-1,-1,-1,-1,0.4926756666666667,0.25602216666666666,0.7901203333333333,-1.0,-1.0
2017-10-13 08:07:40,1507882059506,8a1ep,0,quest,80.0,0.03619720475914661,0.7189866666666668,29.8299999237061,-1,-1,-1,-1,-1,-1,-1,0.4313963333333333,0.24202483333333333,0.8256426666666666,-1.0,-1.0
2017-10-13 08:07:41,1507882060456,8a1ep,0,quest,80.0,0.030014525077762633,0.680272,29.8299999237061,-1,-1,-1,-1,-1,-1,-1,0.3229573333333334,0.29927599999999993,0.8604735,-1.0,-1.0
2017-10-13 08:08:43,1507882122513,8a1ep,0,quest,53.333333333333336,,0.5032906666666666,29.8299999237061,-1,-1,-1,-1,-1,-1,-1,-0.1278483333333333,0.4091795,0.7307943333333333,-1.0,-1.0
2017-10-13 08:08:44,1507882123493,8a1ep,0,quest,80.0,0.07931830330168428,0.7023946666666666,29.8299999237061,-1,-1,-1,-1,-1,-1,-1,-0.248413,0.38228333333333325,0.6647951666666666,-1.0,-1.0
2017-10-13 08:08:45,1507882124492,8a1ep,0,quest,80.0,0.066446431436935,0.6692106666666665,29.86666679382327,-1,-1,-1,-1,-1,-1,-1,-0.24161783333333334,0.3844399999999999,0.6678468333333333,-1.0,-1.0
2017-10-13 08:08:46,1507882125499,8a1ep,0,quest,80.0,0.06392328209074964,0.6968639999999998,29.90333366394044,-1,-1,-1,-1,-1,-1,-1,0.03885899999999998,0.4629311666666666,0.7882081666666667,-1.0,-1.0
2017-10-13 08:08:47,1507882126498,8a1ep,0,quest,80.0,0.06796798730636378,0.7134559999999999,29.940000534057607,-1,-1,-1,-1,-1,-1,-1,0.172933,0.48055,0.8577066666666667,-1.0,-1.0
2017-10-13 08:08:48,1507882127498,8a1ep,0,quest,80.0,0.06357314679341845,0.6913333333333331,29.940000534057607,-1,-1,-1,-1,-1,-1,-1,0.23071300000000003,0.46984833333333326,0.8434243333333334,-1.0,-1.0
2017-10-13 08:08:49,1507882128489,8a1ep,0,quest,80.0,0.057462569805655624,0.6415573333333331,29.940000534057607,-1,-1,-1,-1,-1,-1,-1,0.12695333333333336,0.4568276666666666,0.8621416666666667,-1.0,-1.0
2017-10-13 08:08:50,1507882129488,8a1ep,0,quest,80.0,0.05278269910109825,0.7521706666666663,29.940000534057607,-1,-1,-1,-1,-1,-1,-1,-0.0041503333333333114,0.3937174999999999,0.887695,-1.0,-1.0
2017-10-13 08:08:51,1507882130487,8a1ep,0,quest,80.0,0.057177539614043586,0.757701333333333,29.940000534057607,-1,-1,-1,-1,-1,-1,-1,-0.17512999999999998,0.3576663333333332,0.9207353333333334,-1.0,-1.0
2017-10-13 08:08:52,1507882131488,8a1ep,0,quest,80.0,0.0648729609038996,0.8295999999999998,29.940000534057607,-1,-1,-1,-1,-1,-1,-1,-0.18644199999999997,0.3326826666666665,0.9204100000000001,-1.0,-1.0
2017-10-13 08:08:53,1507882132496,8a1ep,0,quest,80.0,0.07189236651362478,0.5143519999999998,29.940000534057607,-1,-1,-1,-1,-1,-1,-1,-0.17179366666666662,0.36254916666666653,0.911784,-1.0,-1.0
2017-10-13 08:08:54,1507882133506,8a1ep,0,quest,80.0,0.07535528536635683,0.542005333333333,29.940000534057607,-1,-1,-1,-1,-1,-1,-1,-0.17382833333333328,0.37536633333333325,0.9055180000000002,-1.0,-1.0
2017-10-13 08:08:55,1507882134512,8a1ep,0,quest,80.0,0.07752037994695617,0.5641279999999997,29.940000534057607,-1,-1,-1,-1,-1,-1,-1,-0.17480499999999996,0.3837076666666666,0.9019370000000001,-1.0,-1.0
2017-10-13 08:08:56,1507882135511,8a1ep,0,quest,80.0,0.07865643331037732,0.8351306666666664,29.940000534057607,-1,-1,-1,-1,-1,-1,-1,-0.17834483333333329,0.38496899999999995,0.9013673333333333,-1.0,-1.0
2017-10-13 08:08:57,1507882136503,8a1ep,0,quest,80.0,0.07903540402493858,0.8517226666666664,29.940000534057607,-1,-1,-1,-1,-1,-1,-1,-0.1827801666666666,0.3824463333333333,0.9017333333333332,-1.0,-1.0
2017-10-13 08:08:58,1507882137494,8a1ep,0,quest,80.0,0.07922624333618751,0.8461919999999997,29.940000534057607,-1,-1,-1,-1,-1,-1,-1,-0.18640149999999991,0.37980133333333327,0.9021403333333332,-1.0,-1.0
2017-10-13 08:08:59,1507882138495,8a1ep,0,quest,80.0,0.07970018398197455,0.8572533333333331,29.940000534057607,-1,-1,-1,-1,-1,-1,-1,-0.1876629999999999,0.38000483333333324,0.9012043333333333,-1.0,-1.0
2017-10-13 08:09:00,1507882139502,8a1ep,0,quest,80.0,0.08045737922766982,0.8683146666666665,29.940000534057607,-1,-1,-1,-1,-1,-1,-1,-0.18924983333333323,0.3619789999999999,0.9075519999999999,-1.0,-1.0
2017-10-13 08:09:01,1507882140513,8a1ep,0,quest,76.66666666666667,0.08083660444740674,0.8019466666666664,29.940000534057607,-1,-1,-1,-1,-1,-1,-1,-0.19588216666666655,0.3496093333333332,0.9104003333333331,-1.0,-1.0
2017-10-13 08:09:02,1507882141515,8a1ep,0,quest,73.66666666666667,0.08083660444740674,0.8074773333333329,29.940000534057607,-1,-1,-1,-1,-1,-1,-1,-0.20263683333333324,0.3430581666666666,0.9113363333333332,-1.0,-1.0
2017-10-13 08:09:03,1507882142516,8a1ep,0,quest,70.66666666666667,0.08074207953749192,0.8047119999999998,29.940000534057607,-1,-1,-1,-1,-1,-1,-1,-0.20703133333333323,0.3700356666666666,0.9003906666666666,-1.0,-1.0
2017-10-13 08:09:04,1507882143514,8a1ep,0,quest,70.66666666666667,0.08112335779643698,0.8932026666666664,29.940000534057607,-1,-1,-1,-1,-1,-1,-1,-0.20377633333333325,0.39803033333333326,0.8894043333333332,-1.0,-1.0
2017-10-13 08:09:05,1507882144512,8a1ep,0,quest,70.33333333333333,0.08140886217368576,0.8766106666666665,29.940000534057607,-1,-1,-1,-1,-1,-1,-1,-0.1820884999999999,0.3955889999999999,0.8972166666666667,-1.0,-1.0
2017-10-13 08:09:06,1507882145503,8a1ep,0,quest,70.0,0.08322354116154891,0.8572533333333331,29.940000534057607,-1,-1,-1,-1,-1,-1,-1,-0.0568444999999999,0.4080403333333333,0.8921305,-1.0,-1.0
2017-10-13 08:09:07,1507882146493,8a1ep,0,quest,70.0,0.08682945528047896,0.8683146666666666,29.940000534057607,-1,-1,-1,-1,-1,-1,-1,0.06282516666666677,0.4145509999999999,0.8905841666666667,-1.0,-1.0
2017-10-13 08:09:08,1507882147490,8a1ep,0,quest,70.0,0.09145754773153425,0.879376,29.940000534057607,-1,-1,-1,-1,-1,-1,-1,0.16654433333333343,0.44384799999999985,0.8725991666666667,-1.0,-1.0
