datetime,timestamp,user_id,level,task,hr,gsr,rr,temperature,TLX_mean,TLX_mental_demand,TLX_physical_demand,TLX_temporal_demand,TLX_performance,TLX_effort,TLX_frustration,band_ax,band_ay,band_az,opacity_median,opacity_std
2017-10-20 08:47:56,1508489275546,yljm5,0,quest,72.0,,0.12720533333333334,30.75,-1,-1,-1,-1,-1,-1,-1,0.20174133333333333,0.17757199999999998,0.9553629999999999,-1.0,-1.0
2017-10-20 08:47:57,1508489276496,yljm5,0,quest,108.0,0.35994226815949926,0.4535146666666667,30.75,-1,-1,-1,-1,-1,-1,-1,0.20165999999999998,0.17936233333333332,0.9561769999999999,-1.0,-1.0
2017-10-20 08:47:58,1508489277496,yljm5,0,quest,108.0,0.347730357207195,0.7023946666666667,30.75,-1,-1,-1,-1,-1,-1,-1,0.20157866666666666,0.18058299999999997,0.956299,-1.0,-1.0
2017-10-20 08:47:59,1508489278500,yljm5,0,quest,108.0,0.3435767200566771,0.8904373333333333,30.75,-1,-1,-1,-1,-1,-1,-1,0.20145666666666665,0.181885,0.9560546666666667,-1.0,-1.0
2017-10-20 08:48:00,1508489279499,yljm5,0,quest,108.0,0.34137821343940783,0.8296000000000001,30.75,-1,-1,-1,-1,-1,-1,-1,0.20170066666666664,0.18033866666666667,0.9562173333333335,-1.0,-1.0
2017-10-20 08:48:01,1508489280499,yljm5,0,quest,108.0,0.33911625438718945,0.8904373333333334,30.75,-1,-1,-1,-1,-1,-1,-1,0.20165999999999995,0.17903633333333335,0.9562173333333335,-1.0,-1.0
2017-10-20 08:48:02,1508489281499,yljm5,0,quest,108.0,0.33634511974041414,0.8738453333333335,30.75,-1,-1,-1,-1,-1,-1,-1,0.20161933333333326,0.17789700000000006,0.956543,-1.0,-1.0
2017-10-20 08:48:03,1508489282511,yljm5,0,quest,108.0,0.33415462196867907,0.9014986666666669,30.75,-1,-1,-1,-1,-1,-1,-1,0.20153799999999997,0.17716466666666672,0.9564616666666668,-1.0,-1.0
2017-10-20 08:48:04,1508489283508,yljm5,0,quest,94.66666666666667,0.33263405837105725,0.8683146666666669,30.75,-1,-1,-1,-1,-1,-1,-1,0.2017413333333333,0.17675800000000005,0.9564616666666668,-1.0,-1.0
2017-10-20 08:48:05,1508489284508,yljm5,0,quest,81.33333333333333,0.3315703155855814,0.8793760000000003,30.75,-1,-1,-1,-1,-1,-1,-1,0.201782,0.17626966666666669,0.9564616666666668,-1.0,-1.0
2017-10-20 08:48:06,1508489285497,yljm5,0,quest,68.0,0.3294986143561803,0.8517226666666668,30.75,-1,-1,-1,-1,-1,-1,-1,0.20202633333333334,0.17586266666666672,0.9562176666666667,-1.0,-1.0
2017-10-20 08:48:07,1508489286496,yljm5,0,quest,68.33333333333333,0.3277706169205285,0.8904373333333334,30.75,-1,-1,-1,-1,-1,-1,-1,0.20202633333333334,0.17521166666666668,0.956299,-1.0,-1.0
2017-10-20 08:48:08,1508489287601,yljm5,0,quest,68.33333333333333,0.32640708730807655,0.7577013333333333,30.7833334604899,-1,-1,-1,-1,-1,-1,-1,0.201823,0.1756593333333334,0.9563803333333333,-1.0,-1.0
2017-10-20 08:48:09,1508489288594,yljm5,0,quest,68.66666666666667,0.3257687614372068,0.6692106666666667,30.8166669209798,-1,-1,-1,-1,-1,-1,-1,0.20308433333333334,0.1754151666666667,0.9567869999999999,-1.0,-1.0
2017-10-20 08:48:10,1508489289601,yljm5,0,quest,69.0,0.32576876143720673,0.6581493333333334,30.850000381469698,-1,-1,-1,-1,-1,-1,-1,0.20133483333333335,0.17891450000000006,0.9565836666666666,-1.0,-1.0
2017-10-20 08:48:11,1508489290498,yljm5,0,quest,69.66666666666667,0.32591069266634576,0.9014986666666668,30.850000381469698,-1,-1,-1,-1,-1,-1,-1,0.20166016666666667,0.17903650000000004,0.9563396666666666,-1.0,-1.0
