datetime,timestamp,user_id,level,task,hr,gsr,rr,temperature,TLX_mean,TLX_mental_demand,TLX_physical_demand,TLX_temporal_demand,TLX_performance,TLX_effort,TLX_frustration,band_ax,band_ay,band_az,opacity_median,opacity_std
2017-10-10 14:03:10,1507644189579,3caqi,0,quest,41.0,,0.19910399999999998,22.3866678873698,-1,-1,-1,-1,-1,-1,-1,0.1670735,0.35506183333333335,0.5072836666666667,-1.0,-1.0
2017-10-10 14:03:11,1507644190504,3caqi,0,quest,61.666666666666664,1.352076867058465,0.42033066666666663,33.5800018310547,-1,-1,-1,-1,-1,-1,-1,0.1750487666666667,0.5579428333333334,0.7656251666666667,-1.0,-1.0
2017-10-10 14:03:12,1507644191498,3caqi,0,quest,61.666666666666664,1.300629084428896,0.7577013333333333,33.5800018310547,-1,-1,-1,-1,-1,-1,-1,0.10839843333333334,0.7199710000000001,0.6134848333333333,-1.0,-1.0
2017-10-10 14:03:13,1507644192492,3caqi,0,quest,62.333333333333336,1.3937467655592233,0.9180906666666666,33.5800018310547,-1,-1,-1,-1,-1,-1,-1,0.031046550000000006,0.7692875000000002,0.5941978333333332,-1.0,-1.0
2017-10-10 14:03:14,1507644193491,3caqi,0,quest,62.333333333333336,1.3703436173786374,1.012112,33.5800018310547,-1,-1,-1,-1,-1,-1,-1,0.03788248333333335,0.8275555000000002,0.5380046666666666,-1.0,-1.0
2017-10-10 14:03:15,1507644194494,3caqi,0,quest,62.333333333333336,1.3524149103584244,0.9899893333333333,33.5800018310547,-1,-1,-1,-1,-1,-1,-1,0.04439288333333335,0.7912598333333335,0.597168,-1.0,-1.0
2017-10-10 14:03:16,1507644195498,3caqi,0,quest,62.0,1.3355467868367956,1.0674186666666665,33.5800018310547,-1,-1,-1,-1,-1,-1,-1,0.045572900000000006,0.7810056666666668,0.608968,-1.0,-1.0
2017-10-10 14:03:17,1507644196498,3caqi,0,quest,62.0,1.3205221581689763,1.1890933333333333,33.5800018310547,-1,-1,-1,-1,-1,-1,-1,0.04935708333333335,0.7849120000000003,0.6048176666666666,-1.0,-1.0
2017-10-10 14:03:18,1507644197495,3caqi,0,quest,62.0,1.312356326458602,1.2333386666666668,33.5800018310547,-1,-1,-1,-1,-1,-1,-1,0.05228678333333334,0.7906900000000002,0.5976155,-1.0,-1.0
2017-10-10 14:03:19,1507644198494,3caqi,0,quest,61.666666666666664,1.3152763379984875,1.0950720000000003,33.5800018310547,-1,-1,-1,-1,-1,-1,-1,0.05354818333333335,0.7963866666666668,0.5909016666666668,-1.0,-1.0
2017-10-10 14:03:20,1507644199499,3caqi,0,quest,61.333333333333336,1.3192994838584537,1.0010506666666668,33.5800018310547,-1,-1,-1,-1,-1,-1,-1,0.043579100000000016,0.7759603333333335,0.6164550000000001,-1.0,-1.0
2017-10-10 14:03:21,1507644200503,3caqi,0,quest,61.0,1.3181573348479831,0.9623360000000002,33.62666829427083,-1,-1,-1,-1,-1,-1,-1,-0.04577633333333331,0.7172851666666668,0.6628823333333335,-1.0,-1.0
2017-10-10 14:03:22,1507644201507,3caqi,0,quest,61.0,1.3083840183017583,0.9789280000000002,33.673334757486955,-1,-1,-1,-1,-1,-1,-1,-0.1179605333333333,0.665568166666667,0.7149248333333335,-1.0,-1.0
